,0,1,2,3,4
918,HYDR,RTSI,2017-07-07,0.4148,0.9807
919,HYDR,RTSMM,2017-07-07,0.2249,0.4771
920,HYDR,RTSSTD,2017-07-07,0.0865,0.2252
921,HYDR,RTSTN,2017-07-07,0.193,0.2197
922,HYDR,SBER,2017-07-07,0.1109,0.1506
923,IDVP,GAZP,2017-07-07,0.2473,0.3809
924,IDVP,GMKN,2017-07-07,0.0167,0.018
925,IDVP,IDVP,2017-07-07,1.0,1.0
926,IDVP,LKOH,2017-07-07,0.1232,0.1305
927,IDVP,MICEXINDEXCF,2017-07-07,0.1283,0.2589
928,IDVP,PHOR,2017-07-07,-0.0441,-0.058
929,IDVP,RTSCH,2017-07-07,-0.1424,-0.2729
930,IDVP,RTSEU,2017-07-07,-0.0906,-0.1187
931,IDVP,RTSI,2017-07-07,0.0055,0.0092
932,IDVP,RTSMM,2017-07-07,-0.0844,-0.1278
933,IDVP,RTSSTD,2017-07-07,0.1428,0.2656
934,IDVP,RTSTN,2017-07-07,-0.2615,-0.2128
935,IDVP,SBER,2017-07-07,0.268,0.26
936,IGST,GAZP,2017-07-07,0.5998,2.4409
937,IGST,GMKN,2017-07-07,0.1289,0.3689
938,IGST,IDVP,2017-07-07,0.0858,0.2267
939,IGST,LKOH,2017-07-07,0.3436,0.9611
940,IGST,MICEXINDEXCF,2017-07-07,0.4601,2.4538
941,IGST,PHOR,2017-07-07,0.4918,1.7069
942,IGST,RTSCH,2017-07-07,-0.0093,-0.0471
943,IGST,RTSEU,2017-07-07,-0.2337,-0.8093
944,IGST,RTSI,2017-07-07,0.1766,0.7882
945,IGST,RTSMM,2017-07-07,0.0992,0.3971
946,IGST,RTSSTD,2017-07-07,0.4401,2.1616
947,IGST,RTSTN,2017-07-07,0.1519,0.3265
948,IGST,SBER,2017-07-07,0.3014,0.7726
949,IGSTP,GAZP,2017-07-07,0.0312,0.0617
950,IGSTP,GMKN,2017-07-07,0.0234,0.0325
951,IGSTP,IDVP,2017-07-07,-0.2609,-0.3345
952,IGSTP,LKOH,2017-07-07,-0.0955,-0.1296
953,IGSTP,MICEXINDEXCF,2017-07-07,-0.0423,-0.1095
954,IGSTP,PHOR,2017-07-07,0.0752,0.1266
955,IGSTP,RTSCH,2017-07-07,-0.038,-0.0934
956,IGSTP,RTSEU,2017-07-07,-0.1348,-0.2265
957,IGSTP,RTSI,2017-07-07,0.0594,0.1287
958,IGSTP,RTSMM,2017-07-07,0.0232,0.0451
959,IGSTP,RTSSTD,2017-07-07,-0.0487,-0.1162
960,IGSTP,RTSTN,2017-07-07,0.3085,0.3218
961,IGSTP,SBER,2017-07-07,0.0311,0.0387
962,IRAO,GAZP,2017-07-07,0.1178,0.228
963,IRAO,GMKN,2017-07-07,-0.1709,-0.2326
964,IRAO,IDVP,2017-07-07,-0.1023,-0.1286
965,IRAO,LKOH,2017-07-07,0.0311,0.0414
966,IRAO,MICEXINDEXCF,2017-07-07,-0.034,-0.0863
967,IRAO,PHOR,2017-07-07,0.2184,0.3606
968,IRAO,RTSCH,2017-07-07,0.0891,0.2147
969,IRAO,RTSEU,2017-07-07,0.3712,0.6113
970,IRAO,RTSI,2017-07-07,-0.0506,-0.1073
971,IRAO,RTSMM,2017-07-07,0.0027,0.0051
972,IRAO,RTSSTD,2017-07-07,-0.0723,-0.1688
973,IRAO,RTSTN,2017-07-07,-0.051,-0.0522
974,IRAO,SBER,2017-07-07,-0.3143,-0.3832
975,IRGZ,GAZP,2017-07-07,0.2578,0.558
976,IRGZ,GMKN,2017-07-07,-0.2851,-0.4338
977,IRGZ,IDVP,2017-07-07,-0.0154,-0.0216
978,IRGZ,LKOH,2017-07-07,0.0055,0.0082
979,IRGZ,MICEXINDEXCF,2017-07-07,0.0923,0.2618
980,IRGZ,PHOR,2017-07-07,0.1905,0.3517
981,IRGZ,RTSCH,2017-07-07,0.1302,0.3505
982,IRGZ,RTSEU,2017-07-07,0.1222,0.225
983,IRGZ,RTSI,2017-07-07,0.1204,0.2858
984,IRGZ,RTSMM,2017-07-07,-0.0186,-0.0397
985,IRGZ,RTSSTD,2017-07-07,0.0893,0.2333
986,IRGZ,RTSTN,2017-07-07,-0.0977,-0.1116
987,IRGZ,SBER,2017-07-07,0.2517,0.3432
988,IRKT,GAZP,2017-07-07,0.2472,0.2838
989,IRKT,GMKN,2017-07-07,0.0621,0.0501
990,IRKT,IDVP,2017-07-07,0.162,0.1208
991,IRKT,LKOH,2017-07-07,0.2227,0.1758
992,IRKT,MICEXINDEXCF,2017-07-07,0.3822,0.5752
993,IRKT,PHOR,2017-07-07,0.0423,0.0415
994,IRKT,RTSCH,2017-07-07,0.174,0.2485
995,IRKT,RTSEU,2017-07-07,0.0249,0.0244
996,IRKT,RTSI,2017-07-07,0.4461,0.5618
997,IRKT,RTSMM,2017-07-07,0.4159,0.4697
998,IRKT,RTSSTD,2017-07-07,0.3725,0.5162
999,IRKT,RTSTN,2017-07-07,0.3243,0.1967
